,brand,name,price,spec_rating,processor,CPU,Ram,ROM,ROM_type,GPU,display_size,resolution,OS,warranty
103,Dell,Inspiron 3520 D560871WIN9B Laptop,52990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
104,Lenovo,IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,60990,67.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
105,HP,Omen 16-n0079AX Gaming Laptop,98174,80.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,8GB AMD Radeon RX 6650M,16.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
106,Lenovo,E41-55 Laptop,18990,,AMD Athlon Pro 3045B,"Dual Core, 2 Threads",8GB DDR4 ,256GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
107,Asus,VivoBook 15 X515EA-EJ522WS Laptop,38990,60.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
108,HP,14s-fq1092au Laptop,41950,64.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon AMD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
109,Xiaomi,Mi Notebook Ultra Laptop,46990,65.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,3200x2000pixels,Windows 10  OS,1 Year Warranty
110,iBall,Excelance CompBook Laptop,9999,,Intel Atom Quad Core Z3735F,Quad Core,2GB DDR3 ,32GB,Hard-Disk,Intel HD Graphics,11.6inches,1366x768pixels,Windows 10 OS,1 Year Warranty
111,Apple,MacBook Pro 14 2023 Laptop,199900,,Apple M3 Pro,11 Cores (5P + 6E),18GB  ,512GB,SSD,14 Core GPU,14.2inches,3024x1964pixels,Mac OS,1 Year Warranty
112,Asus,Vivobook 15 X1502ZA-EJ385WS Laptop,40990,,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
113,Jio,JioBook Cloud Laptop,14999,,Octa Core,4 GB ‎LPDDR4 RAM,64GB Hard Disk,"11.6inches,",1366x768pixels,1 Year Warranty,,,,
114,Lenovo,IdeaPad Gaming 3 82SB00V5IN Laptop,74990,67.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
115,Zebronics,ZEB-NBC 3S 2023 Laptop,33990,65.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
116,Zebronics,Pro Series Z ZEB-NBC 4S 2023 Laptop,39990,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
117,Asus,CX1101CMA-GJ0004 Chromebook,10990,,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB LPDDR4 ,32GB,Hard-Disk,Intel UHD Graphics 600,11.6inches,1366x768pixels,Chrome OS,1 Year Warranty
118,MSI,Katana 15 B13UDXK-1482IN Gaming Laptop,88990,75.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",32GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
119,Primebook,S Wi-Fi Laptop,10990,,MediaTek MT8183,Octa Core,4GB LPDDR4 ,128GB,Hard-Disk,ARM Mali G72,11.6inches,1366x768pixels,1 Year Warranty,2 USB 3.0 Ports
120,Zebronics,ZEB-NBC 2S Laptop,34990,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB LPDDR4X ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
121,HP,15s-fy5007TU Laptop,54990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
122,Lenovo,ThinkBook 15 G5 21JFA00BIN Laptop,49990,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
123,Primebook,S Wi-Fi Laptop,10990,,MediaTek MT8183,Octa Core,4GB LPDDR4 ,128GB,Hard-Disk,ARM Mali G72,11.6inches,1366x768pixels,1 Year Warranty,2 USB 3.0 Ports
124,Asus,Vivobook 16 2023 X1605VA-MB947WS Laptop,80739,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB DDR4 ,512GB,SSD,Integrated Intel Iris Xe Graphics,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
125,Lenovo,Thinkpad E15 G4 21DJA0Y0IN Laptop,62990,64.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
126,HP,Victus 15-fa1132TX Laptop,62990,66.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
127,HP,Victus 15-fb1017AX Gaming Laptop,69501,71.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
128,HP,Victus 16-s0095AX Gaming Laptop,80990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
129,Lenovo,IdeaPad Slim 5 14IAH8 83BF000UIN Laptop,59990,,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB LPDDR5 ,512GB,SSD,Intel UHD Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
130,Acer,Aspire Lite AL15-51 UN.431SI.288 Laptop,38990,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Iris XE Graphics ,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
131,HP,Victus 15-fb1015AX Gaming Laptop,54990,69.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
132,MSI,Thin GF63 11UCX-1492IN Gaming Laptop,53990,73.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB DDR4 ,1TB,Hard-Disk,256GB SSD,4GB NVIDIA GeForce RTX 2050 ,,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
133,Infinix,INBook X3 Slim XL422 Laptop,38990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4X ,512GB,SSD,Intel Integrated Iris Xe,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
134,HP,Omen 16-xf0060AX Gaming Laptop,139234,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
135,MSI,Thin GF63 11UC-1490IN Gaming Laptop,57990,73.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB DDR4 ,1TB,Hard-Disk,256GB SSD,4GB NVIDIA GeForce RTX 3050 ,,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
136,Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,64990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
137,Lenovo,LOQ 2023 Gaming Laptop,89999,64.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
138,MSI,Modern 15 B12M-612IN Laptop,37729,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
139,Lenovo,IdeaPad Gaming 3 82K2025MIN Laptop,50712,69.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
140,MSI,Modern 14 C11M-029IN Laptop,44990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
141,Chuwi,CoreBook X Laptop,23990,,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
142,HP,15s-ey2001AU Laptop,49990,63.0,5th Gen AMD Ryzen 7   5700U,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon Radeon,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
143,Acer,One 14 Z8-415 ‎2023 Laptop,37990,60.0,11th Gen Intel Core i5  1135G7,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,‎Intel Iris Xe Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
144,HP,Pavilion 15-eg3079TU Laptop,72990,66.0,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
145,Lenovo,IdeaPad Slim 3 82H803B6IN Laptop,52101,66.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
146,Infinix,INBook X2 Slim Series Laptop,28990,,11th Gen Intel Core i3  1115G4,"Dual Core, 4 Threads",8GB LPDDR4X ,512GB,SSD,Intel Integrated UHD Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
147,HP,Pavilion 15s-fq5190TU Laptop,69490,65.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
148,Acer,Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop,39965,,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB LPDDR5 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
149,Acer,Aspire 5 14 A514-56GM 2023 Gaming Laptop,54990,67.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
150,Asus,Vivobook 15 X1502ZA-EJ532WS Laptop,46999,64.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
151,Asus,Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,83990,65.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Integrated Iris Xe,15.6inches,2880x1620pixels,Windows 11 OS,1 Year Warranty
152,HP,Victus 15-fb0108AX Gaming Laptop,51499,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
153,Dell,Vostro 3425 M552321WIN9S Laptop,50990,68.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
154,HP,Chromebook 15a-na0012TU Laptop,23990,,Intel Celeron  N4500,"Dual Core, 2 Threads",4GB LPDDR4x ,128GB,Hard-Disk,Intel Integrated UHD Graphics,15.6inches,1366x768pixels,Chrome OS,1 Year Warranty
155,Acer,Aspire 3 A315-24P NX.KDESI.003 Laptop,27990,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon Graphiics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
156,HP,Pavilion x360 14-ek1010TU Laptop,79990,70.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,1TB,SSD,Intel Integrated Iris Xe,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
157,Samsung,Galaxy Book 3 NP750XFG-KA3IN Laptop,84390,60.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4x ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
158,Infinix,INBook Y1 Plus Laptop,24990,,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB LPDDR4X ,256GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
159,Samsung,Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop,281990,82.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB LPDDR5 ,1TB,SSD,NVIDIA GeForce RTX 4070,16inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
160,Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,26590,,AMD Athlon 7120U,"Dual Core, 2 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon 610M Graphics,15.6inches,1366x768pixels,Windows 11 OS,1 Year Warranty
161,Infinix,INBook X2 Slim Series XL23 2023 Laptop,37990,60.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB LPDDR4X ,1TB,SSD,Intel Integrated Iris Xe,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
162,Asus,Vivobook Pro 15 M6500RC-HN741WS Laptop,71189,70.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB LPDDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
163,HP,Victus 16-s0095AX Gaming Laptop,85999,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
164,Lenovo,Yoga 7 82YM0074IN Laptop,93990,80.0,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16GB DDR5 ,1TB,SSD,AMD Radeon Graphics,14inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
165,Gigabyte,G5 MF-F2IN313SH Laptop,71990,67.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB  ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
166,Asus,Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop,84990,69.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,14inches,3840x2400pixels,Windows 11 OS,1 Year Warranty
167,Lenovo,IdeaPad Slim 5 14IAH8 83BF000UIN Laptop,59990,,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB LPDDR5 ,512GB,SSD,Intel UHD Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
168,Acer,Aspire Lite AL15-51 UN.431SI.288 Laptop,38990,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Iris XE Graphics ,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
169,Lenovo,IdeaPad Slim 5 16IRL8 82XF003JIN Laptop,82990,64.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB  LPDDR5 ,512GB,SSD,Integrated Intel Iris Xe Graphics,16inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
170,Dell,Inspiron 3530 2023 Laptop,44190,,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB DDR4 ,1TB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
171,HP,Omen 16-xf0060AX Gaming Laptop,139234,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
172,Acer,Predator 16 NH.QLUSI.005 Laptop,159990,79.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
173,HP,Victus 15-fb0134AX Gaming Laptop,52990,70.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
174,Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,64990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
175,Lenovo,LOQ 2023 Gaming Laptop,89999,64.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
176,MSI,Modern 15 B12M-612IN Laptop,37729,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
177,Acer,Aspire Lite 2023 AL15-51 Laptop,39990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
178,Dell,Inspiron 2023 14 5430 Laptop,73990,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR5  ,1TB,SSD,Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
179,Lenovo,IdeaPad Gaming 3 82K101L7IN Laptop,57500,70.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GTX 1650,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
180,Asus,Vivobook Pro 15 M6500QF-HN521WS Laptop,59990,60.0,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
181,Acer,Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop,53990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
182,Asus,VivoBook 14 X415EA-EK326WS Notebook,33990,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Intel UHD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
183,Lenovo,IdeaPad Slim 3 82H803B6IN Laptop,52101,66.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
184,Dell,Inspiron 5630 Laptop,75990,70.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5  ,512GB,SSD,Intel Iris Xe Graphics,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
185,Apple,MacBook Air 15 2023 Laptop,144990,,Apple M2,Octa Core (4P + 4E),8GB DDR4 ,512GB,SSD,10-Core GPU,15.3inches,2880x1864pixels,Mac OS,1 Year Warranty
186,Asus,Vivobook 15 X1502ZA-EJ542WS Laptop,60539,64.0,12th Gen Intel Core i5 12500H ,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,Intel Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
187,Asus,Vivobook 15 M1502QA-EJ742WS Laptop,56990,,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon,15.6inches,1920x1080pixels,Windows OS,1 Year Warranty
188,Asus,VivoBook 14 X415EA-EK344WS Notebook,35990,64.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Intel UHD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
189,HP,Pavilion 15-eg3027TU Laptop,75533,66.0,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
190,Dell,G15-5530 GN553064GRM002ORB1 Gaming Laptop,74990,69.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",8GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
191,Asus,TUF Gaming A15 FA577NU-LP082W Gaming Laptop,94990,77.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
192,Asus,ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop,179990,77.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
193,Asus,Vivobook 16X 2023 K3605ZC-MB541WS Laptop,77990,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
194,HP,15s-fr5009TU Laptop,37990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
195,HP,15-fd0013TU Laptop,62990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
196,Acer,Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop,129999,78.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
197,HP,Pavilion 15-eh2050AU Laptop,52990,62.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
198,Asus,TUF Gaming F15 FX506HF-HN025W Gaming Laptop,59089,72.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
199,Acer,Predator Helios Neo 16 PHN16-71 Laptop,104990,75.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
200,Realme,Book Prime CloudPro002 Laptop,47999,62.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB LPDDR4X ,512GB,SSD,Intel Iris Xe Graphics,14inches,2160x1440pixels,Windows 11 OS,1 Year Warranty
201,Acer,Predator Helios Neo 16 PHN16-71 Gaming Laptop,114499,75.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
202,HP,Pavilion 15-eg2017TU Laptop,49990,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
203,Asus,Vivobook 15 X1502ZA-EJ953WS Laptop,39990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
204,Acer,Nitro 5 AN515-47 2023 Gaming Laptop,68990,73.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
